801575;battlepetabilityeffect.db2
801576;battlepetabilitystate.db2
801577;battlepetabilityturn.db2
801578;battlepetbreedquality.db2
801579;battlepetbreedstate.db2
801580;battlepeteffectproperties.db2
801581;battlepetspeciesstate.db2
801582;battlepetspeciesxability.db2
801583;battlepetstate.db2
801584;battlepetvisual.db2
801670;itemcurrencycost.db2
801681;itemextendedcost.db2
801687;itemupgrade.db2
801693;keychain.db2
801706;locale.db2
801707;location.db2
801709;mapchallengemode.db2
801710;marketingpromotionsxlocale.db2
801732;path.db2
801733;pathnode.db2
801734;pathnodeproperty.db2
801735;pathproperty.db2
801743;questpackageitem.db2
801749;rulesetitemupgrade.db2
801754;scenescript.db2
801755;scenescriptpackage.db2
801756;scenescriptpackagemember.db2
841604;broadcasttext.db2
841610;battlepetability.db2
841620;gameobjects.db2
841622;battlepetspecies.db2
841626;item.db2
841631;creature.db2
841648;battlepetnpcteammember.db2
841677;item-sparse.db2
841946;spellreagents.db2
879282;creaturedifficulty.db2
879328;wbpermissions.db2
879567;rulesetraidlootupgrade.db2
879591;wbcertwhitelist.db2
879593;wbcertblacklist.db2
879634;wbaccesscontrollist.db2
892585;curve.db2
892586;curvepoint.db2
892861;vignette.db2
897470;uitextureatlas.db2
897532;uitextureatlasmember.db2
897948;spellvisualeffectname.db2
897949;spellvisualkit.db2
897950;spelleffectcamerashakes.db2
897951;spellvisualkitareamodel.db2
897952;spellvisual.db2
897953;spellvisualkitmodelattach.db2
897954;spellvisualmissile.db2
897955;spellmissilemotion.db2
897956;spellmissile.db2
921760;mount.db2
922720;driverblacklist.db2
922722;deviceblacklist.db2
925422;devicedefaultsettings.db2
929742;garrplotinstance.db2
929743;garrplotbuilding.db2
929747;garrbuilding.db2
937634;garrplot.db2
937635;garrplotuicategory.db2
937647;garrspecialization.db2
939159;uitexturekit.db2
939295;garrsitelevel.db2
940404;garrsitelevelplotinst.db2
942616;itemtobattlepet.db2
942638;itemtomountspell.db2
943871;windsettings.db2
943937;garrbuildingdoodadset.db2
948496;glyphrequiredspec.db2
948546;glyphexclusivecategory.db2
949906;garrfollower.db2
959070;itembonus.db2
959071;itemcontextdisplay.db2
959875;spelleffectgroupsize.db2
966238;garrability.db2
966241;garrabilityeffect.db2
967960;garrmissionxencounter.db2
967961;garrencounterxmechanic.db2
967962;garrmission.db2
