116298;blackcitadel/blackcitadel.wmo
116300;crashed_zeppelin/crashedtransport_horde_zeppelin.wmo
116302;crashed_zeppelin/crashedzeppelinpiece_01.wmo
116304;crashed_zeppelin/crashedzeppelinpiece_02.wmo
116306;icebreaker/transport_icebreaker_ship.wmo
116308;icebreaker/transport_icebreaker_ship_stationary.wmo
116310;passengership/transportship_a.wmo
116315;transport_horde_zeppelin/transport_horde_zeppelin.wmo
116317;transport_ship/transportship.wmo
116322;transport_ship_ne/transportship_ne.wmo
116324;transport_ship_ne/transportship_ne_stationary.wmo
116326;transport_ship_pirate/transport_pirate_ship.wmo
116334;transport_ship_ud/transport_ship_ud.wmo
116342;transport_zeppelin/transport_zeppelin.wmo
116344;tuskarrboat/transport_tuskarr_ship.wmo
116348;vrykulboats/transport_vrykul_large.wmo
116350;vrykulboats/transport_vrykul_medium.wmo
116352;vrykulboats/vrykul_gondola.wmo
116354;wmo_elevators/ancdrae_elevatorpiece_transport.wmo
116356;wmo_elevators/gundrak_trapdoor01_transport.wmo
248325;wmo_elevators/ul_ulduar_trapdoor_01_transport.wmo
248327;wmo_elevators/ul_ulduar_trapdoor_02_transport.wmo
249064;icebreaker/icebreaker_ship_transport.wmo
249066;undead/ship_ud_transport.wmo
249074;wmo_elevators/azjol_platform_top_01_transport.wmo
249076;wmo_elevators/gundrak_elevator_01_transport.wmo
249078;wmo_elevators/gundrak_trapdoor_02_transport.wmo
249080;wmo_elevators/nd_icebreaker_ship_bg_transport.wmo
249082;wmo_elevators/nd_ship_ud_bg_transport.wmo
249090;wmo_elevators/nexus_raid_floating_platform_model_transport.wmo
249092;wmo_elevators/org_arena_axe_pillar_transport.wmo
249094;wmo_elevators/org_arena_elevator_transport.wmo
249096;wmo_elevators/org_arena_ivory_pillar_transport.wmo
249098;wmo_elevators/org_arena_lightning_pillar_transport.wmo
249100;wmo_elevators/org_arena_pillar.wmo
249102;wmo_elevators/org_arena_pillar_transport.wmo
249104;wmo_elevators/org_arena_yellow_elevator_transport.wmo
250245;wmo_elevators/orc_fortress_elevator01_transport.wmo
252255;wmo_elevators/ulduarraid_gnomewing_transport_wmo.wmo
306650;transport_ship_ne/transportship_ne_sunk.wmo
306669;transport_ship_ne/transportship_ne_masta.wmo
306671;transport_ship_ne/transportship_ne_mastb.wmo
307964;wmo_elevators/ic_arthas_iceshard01_transport.wmo
307966;wmo_elevators/ic_arthas_iceshard02_transport.wmo
307968;wmo_elevators/ic_arthas_iceshard03_transport.wmo
307970;wmo_elevators/ic_arthas_iceshard04_transport.wmo
307972;wmo_elevators/ic_arthas_iceshard05_transport.wmo
307974;wmo_elevators/ic_arthas_iceshard06_transport.wmo
307976;wmo_elevators/ic_arthas_iceshard07_transport.wmo
308261;icebreaker/transport_icebreaker_ship_stationary_docks.wmo
310043;vrykulboats/transport_vrykul_largeless.wmo
311978;wmo_elevators/nd_argentcrusadecoliseum_trapdoor_01_transport.wmo
345851;wmo_elevators/icecrown_grate_01_transport.wmo
351020;transport_ship_ud/transport_ship_ud_sunkenship.wmo
360925;wmo_elevators/uldum_elevator_01_transport_wmo.wmo
429131;transport_horde_zeppelin/transport_horde_zeppelin02.wmo
438162;wmo_elevators/grimbatolraid_trapdoor_transport.wmo
454429;wmo_elevators/abyssal_jellyfish_elevator_transport.wmo
454431;wmo_elevators/blackwingv2_elevator_onyxia_transport.wmo
457369;transport_ship_pirate/transport_pirate_ship02_alliance.wmo
457380;transport_ship_pirate/transport_pirate_ship02_horde.wmo
457479;transport_ship_pirate/transport_pirate_ship02.wmo
466412;wmo_elevators/uldum_elevator_01_transport.wmo
468566;wmo_elevators/blackwingv2_elevator01.wmo
574565;transport_ship_ud/transport_ship_ud_capsized.wmo
646060;wmo_elevators/mogu_titan_platform_transport.wmo
651563;wmo_elevators/veb_greatwall_elevator_01_transport.wmo
652526;alliance_battleship/transport_alliance_battleship.wmo
654840;wmo_elevators/pa_secretsteps_transport.wmo
774028;alliance_battleship/transport_alliance_battleship_sunken.wmo
838544;zandalari/zandalari_boat_transport.wmo
840392;wmo_elevators/saurok_trapdoor_iris_transport.wmo
840395;wmo_elevators/thunderking_beholdergrate_large_01_transport.wmo
840398;wmo_elevators/thunderking_beholdergrate_small_01_transport.wmo
841871;wmo_elevators/merrygoround_transport_transport.wmo
875114;wmo_elevators/orgrimmar_raid_elevator_transport.wmo
937066;wmo_elevators/6dr_draenei_platform_elevator_object_transport.wmo
983585;wmo_elevators/6du_bkfoundry_elevatora_transport.wmo
983588;wmo_elevators/6du_bkfoundry_elevatorb_transport.wmo
